# Chunk-averaged data for fix temp_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
1000 20 12312
  4 -16.4363 598.36 447.198
  5 -13.9076 617.87 436.384
  6 -11.379 616.49 452.39
  7 -8.85032 613.1 451.203
  8 -6.32165 597.08 449.728
  9 -3.79299 582.65 460.659
  10 -1.26433 624.13 467.887
  11 1.26433 598.87 461.965
  12 3.79299 623.14 456.023
  13 6.32165 611.44 457.353
  14 8.85032 623.74 467.33
  15 11.379 632.06 458.614
  16 13.9076 614.2 450.3
  17 16.4363 633.51 449.767
  18 18.965 642 455.98
  19 21.4936 615.29 452.882
  20 24.0223 604.71 424.406
33000 20 12311.999999999998
  1 -24.0223 603.58 425.224
  2 -21.4936 618.53 425.211
  3 -18.965 642.64 430.453
  4 -16.4363 597.87 442.256
  5 -13.9076 625.99 450.653
  6 -11.379 605.8 457.15
  7 -8.85032 619.85 449.796
  8 -6.32165 588.87 468.669
  9 -3.79299 589.66 463.895
  10 -1.26433 641.3 470.483
  11 1.26433 587.07 463.748
  12 3.79299 622.03 465.104
  13 6.32165 597.11 459.624
  14 8.85032 636.66 466.122
  15 11.379 611.83 457.989
  16 13.9076 620.6 449.974
  17 16.4363 617.46 453.165
  18 18.965 629.94 452.902
  19 21.4936 635.82 446.808
  20 24.0223 619.39 425.535
34000 20 12312.000000000002
  1 -24.0223 609.66 423.872
  2 -21.4936 603.74 427.178
  3 -18.965 645.07 429.907
  4 -16.4363 610.18 441.207
  5 -13.9076 619.52 458.442
  6 -11.379 615.42 452.58
  7 -8.85032 620.19 455.896
  8 -6.32165 602.52 456.362
  9 -3.79299 613.11 459.697
  10 -1.26433 624.13 477.112
  11 1.26433 596.57 470.722
  12 3.79299 615.38 456.062
  13 6.32165 596.42 461.902
  14 8.85032 631.1 464.437
  15 11.379 589.86 465.958
  16 13.9076 617.95 451.629
  17 16.4363 613.36 450.855
  18 18.965 632.73 455.545
  19 21.4936 632.27 442.862
  20 24.0223 622.82 425.628
35000 20 12312
  1 -24.0223 615.05 433.947
  2 -21.4936 610.89 427.458
  3 -18.965 628.8 427.469
  4 -16.4363 605.74 443.622
  5 -13.9076 610.6 454.03
  6 -11.379 614.53 441.786
  7 -8.85032 640.63 450.647
  8 -6.32165 589.93 456.785
  9 -3.79299 603.05 455.276
  10 -1.26433 607.36 464.967
  11 1.26433 592.69 478.482
  12 3.79299 615.89 459.122
  13 6.32165 606.85 461.45
  14 8.85032 637.36 455.904
  15 11.379 596.79 459.431
  16 13.9076 625.82 456.958
  17 16.4363 619.21 453.563
  18 18.965 645.19 444.851
  19 21.4936 629.53 439.301
  20 24.0223 616.09 432.789
36000 20 12312
  1 -24.0223 619.8 430.123
  2 -21.4936 621.16 428.283
  3 -18.965 619.74 426.239
  4 -16.4363 611.82 440.943
  5 -13.9076 604.48 456.245
  6 -11.379 606.18 448.181
  7 -8.85032 621.71 446.491
