# Chunk-averaged data for fix temp_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
1000 21 12312
  8 -6.02298 574.42 457.962
  9 -3.61379 628.1 468.093
  10 -1.2046 634.64 469.033
  11 1.2046 633.09 464.596
  12 3.61379 599.19 463.057
  13 6.02298 633.33 462.134
  14 8.43217 623.43 454.233
  15 10.8414 606.96 455.99
  16 13.2505 624.2 448.124
  17 15.6597 617.08 443.907
  18 18.0689 605.69 447.74
  19 20.4781 604.9 438.113
  20 22.8873 689.34 436.238
  21 25.2965 0 0
16000 21 12311.999999999998
  1 -22.8873 585.34 440.077
  2 -20.4781 606.75 434.09
  3 -18.0689 601.27 437.396
  4 -15.6597 627.16 443.869
  5 -13.2505 604.53 446.631
  6 -10.8414 608.12 453.609
  7 -8.43217 609.43 455.768
  8 -6.02298 607.65 457.93
  9 -3.61379 606.04 465.684
  10 -1.2046 653.22 472.98
  11 1.2046 631.25 471.34
  12 3.61379 573.47 476.166
  13 6.02298 631.57 462.519
  14 8.43217 620.44 451.135
  15 10.8414 615.04 446.743
  16 13.2505 614.41 445.285
  17 15.6597 627.84 435.3
  18 18.0689 603.96 439.05
  19 20.4781 595.04 433.818
  20 22.8873 689.47 438.39
  21 25.2965 0 0
17000 21 12312
  1 -22.8873 593.44 438.973
  2 -20.4781 607.02 434.051
  3 -18.0689 587.24 432.429
  4 -15.6597 634.22 438.576
  5 -13.2505 624.21 437.981
  6 -10.8414 612.61 455.021
  7 -8.43217 610.51 459.443
  8 -6.02298 626.38 468.791
  9 -3.61379 590.79 465.646
  10 -1.2046 642.66 472.599
  11 1.2046 646.06 471.947
  12 3.61379 584.61 458.951
  13 6.02298 611.1 459.215
  14 8.43217 624.08 457.853
  15 10.8414 614.98 449.076
  16 13.2505 610.19 437.177
  17 15.6597 627.79 439.509
  18 18.0689 604.74 440.865
  19 20.4781 580.08 449.94
  20 22.8873 679.29 440.466
  21 25.2965 0 0
18000 21 12311.999999999998
  1 -22.8873 637.88 436.329
  2 -20.4781 596.62 440.749
  3 -18.0689 588.47 436.648
  4 -15.6597 638.74 432.955
  5 -13.2505 630.66 437.552
  6 -10.8414 621.72 455.769
  7 -8.43217 599.95 465.765
  8 -6.02298 613.08 464.842
  9 -3.61379 598.62 465.253
  10 -1.2046 617.96 472.464
  11 1.2046 678.57 476.336
  12 3.61379 579.1 452.034
  13 6.02298 622.78 455.413
  14 8.43217 619.9 459.203
  15 10.8414 645.06 457.115
  16 13.2505 587.9 444.899
  17 15.6597 603.66 444.442
  18 18.0689 608.01 443.791
  19 20.4781 583.26 450.139
  20 22.8873 640.06 440.148
  21 25.2965 0 0
19000 21 12312
  1 -22.8873 619.65 428.388
  2 -20.4781 595.7 435.892
  3 -18.0689 621.68 429.596
  4 -15.6597 646.9 437.286
  5 -13.2505 633.72 434.488
  6 -10.8414 612.06 450.018
  7 -8.43217 601.72 462.231
  8 -6.02298 601.1 466.109
  9 -3.61379 602.93 471.585
  10 -1.2046 637.63 476.166
  11 1.2046 643.04 470.213
  12 3.61379 578.66 455.467
  13 6.02298 607.47 454.845
  14 8.43217 641.68 455.484
  15 10.8414 636.18 457.268
  16 13.2505 589.39 452.13
  17 15.6597 616.57 458.242
