# Chunk-averaged data for fix temp_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
1000 20 12312
  10 41.1775 603.28 512.699
  11 43.6301 516.48 514.964
  12 46.0827 570.7 500.64
  13 48.5354 597.63 478.065
  14 50.988 523.81 472.435
  15 53.4406 635.87 473.979
  16 55.8933 438.2 461.51
  17 58.3459 726.21 442.474
  18 60.7985 340.23 428.295
  19 63.2511 1002.46 423.858
  20 65.7038 289.6 374.471
40000 20 12312
  1 19.1038 1013.52 369.272
  2 21.5565 968.7 397.309
  3 24.0091 375.01 410.748
  4 26.4617 956.16 449.02
  5 28.9143 348.79 443.834
  6 31.367 757.81 468.417
  7 33.8196 437.4 482.996
  8 36.2722 665.26 491.364
  9 38.7249 501.32 494.921
  10 41.1775 610.29 510.594
  11 43.6301 514.72 501.846
  12 46.0827 587.01 503.804
  13 48.5354 578.11 490.667
  14 50.988 528.68 472.534
  15 53.4406 624.39 472.802
  16 55.8933 461.65 457.646
  17 58.3459 722.08 439.313
  18 60.7985 352.38 423.757
  19 63.2511 989.62 424.452
  20 65.7038 319.1 360.376
41000 20 12312.000000000002
  1 19.1038 1021.24 368.952
  2 21.5565 1056.33 393.281
  3 24.0091 434.25 408.17
  4 26.4617 951.56 450.88
  5 28.9143 368.77 455.26
  6 31.367 771.71 467.915
  7 33.8196 448.46 478.066
  8 36.2722 674.05 484.121
  9 38.7249 507.46 507.431
  10 41.1775 595.74 522.935
  11 43.6301 511.62 511.751
  12 46.0827 588.39 502.804
  13 48.5354 565.67 480.608
  14 50.988 522.04 477.992
  15 53.4406 605.78 473.784
  16 55.8933 449.14 457.295
  17 58.3459 704.87 442.573
  18 60.7985 336.4 423.607
  19 63.2511 1018.92 423.805
  20 65.7038 179.6 375.457
42000 20 12312.000000000002
  1 19.1038 994.49 370.71
  2 21.5565 961.09 393.687
  3 24.0091 387.01 403.617
  4 26.4617 942.31 447.929
  5 28.9143 355.58 458.075
  6 31.367 778.35 457.326
  7 33.8196 420.44 469.381
  8 36.2722 678.14 480.335
