# Chunk-averaged data for fix temp_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
1000 21 12311.999999999998
  1 -22.8873 623.22 435.58
  2 -20.4781 611.9 434.437
  3 -18.0689 647.82 441.587
  4 -15.6597 647.13 436.862
  5 -13.2505 603.2 449.161
  6 -10.8414 602.99 452.916
  7 -8.43217 623.68 447.377
  8 -6.02298 645.64 460.277
  9 -3.61379 564.36 463.891
  10 -1.2046 662.89 472.102
  11 1.2046 587.84 485.506
  12 3.61379 616.75 470.096
  13 6.02298 620.41 471.32
  14 8.43217 640.71 467.924
  15 10.8414 571.22 448.41
  16 13.2505 601.57 447.327
  17 15.6597 583.29 440.999
  18 18.0689 600.8 438.219
  19 20.4781 618.13 432.917
  20 22.8873 638.45 428.405
  21 25.2965 0 0
422000 21 12312.000000000004
  1 -22.8873 641.02 425.712
  2 -20.4781 608.42 429.512
  3 -18.0689 646.58 434.701
  4 -15.6597 660.24 440.512
  5 -13.2505 575.63 437.396
  6 -10.8414 596.39 441.731
  7 -8.43217 617.74 446.423
  8 -6.02298 636 454.264
  9 -3.61379 571.4 467.486
  10 -1.2046 647.09 475.687
  11 1.2046 585.19 484.554
  12 3.61379 598.57 472.856
  13 6.02298 639.4 460.191
  14 8.43217 643.5 462.898
  15 10.8414 577.95 452.292
  16 13.2505 597.12 439.519
  17 15.6597 608.44 444.603
  18 18.0689 578.01 455.11
  19 20.4781 645.69 427.909
  20 22.8873 637.62 429.43
  21 25.2965 0 0
423000 21 12312
  1 -22.8873 627.56 427.037
  2 -20.4781 582.79 428.176
  3 -18.0689 661.97 439.903
  4 -15.6597 642.68 445.308
  5 -13.2505 570.67 445.92
  6 -10.8414 618.39 440.614
  7 -8.43217 615.32 460.448
  8 -6.02298 620.57 461.794
  9 -3.61379 587.92 458.056
  10 -1.2046 653.57 467.196
  11 1.2046 591.83 477.221
  12 3.61379 594.85 484.467
  13 6.02298 648.42 469.653
  14 8.43217 607.84 454.922
  15 10.8414 594.31 456.93
  16 13.2505 608.28 454.778
  17 15.6597 621.99 446.739
  18 18.0689 579.44 434.301
  19 20.4781 645.45 421.655
  20 22.8873 638.15 434.071
  21 25.2965 0 0
424000 21 12312.000000000004
  1 -22.8873 626.99 421.302
  2 -20.4781 602.36 431.492
  3 -18.0689 670.77 447.545
  4 -15.6597 624.78 439.908
  5 -13.2505 584.35 444.003
  6 -10.8414 640.08 445.112
  7 -8.43217 608.87 455.472
  8 -6.02298 618.35 455.413
  9 -3.61379 628.1 467.444
  10 -1.2046 625.17 466.903
  11 1.2046 567.76 479.834
  12 3.61379 588.05 473.278
  13 6.02298 660.35 465.515
  14 8.43217 587.6 460.699
  15 10.8414 604.25 453.405
  16 13.2505 601.77 449.516
  17 15.6597 627.24 442.622
  18 18.0689 567.21 436.859
  19 20.4781 664.7 429.312
  20 22.8873 613.25 426.383
  21 25.2965 0 0
425000 21 12311.999999999998
  1 -22.8873 626.56 417.374
  2 -20.4781 631.58 434.171
  3 -18.0689 651.65 443.95
  4 -15.6597 610.43 449.203
  5 -13.2505 590.19 447.92
  6 -10.8414 619.37 448.863
  7 -8.43217 614.76 456.622
  8 -6.02298 608.47 459.512
  9 -3.61379 645.35 464.638
  10 -1.2046 613.65 467.107
  11 1.2046 561.33 482.438
  12 3.61379 632.65 474.038
  13 6.02298 606.86 458.57
  14 8.43217 611.33 455.844
  15 10.8414 592.77 454.774
  16 13.2505 618.8 452.469
  17 15.6597 600.73 439.484
  18 18.0689 589.15 437.115
  19 20.4781 664.88 436.291
  20 22.8873 621.49 414.949
  21 25.2965 0 0
426000 21 12312.000000000002
  1 -22.8873 636.58 423.96
  2 -20.4781 631.72 437.062
  3 -18.0689 633.98 440.29
  4 -15.6597 628.95 445.108
  5 -13.2505 612.45 446.002
  6 -10.8414 602.57 461.941
  7 -8.43217 605.16 460.49
  8 -6.02298 614.08 462.88
  9 -3.61379 630.28 456.694
  10 -1.2046 596.34 474.181
  11 1.2046 588.52 472.474
  12 3.61379 632.44 471.838
  13 6.02298 617.7 454.82
  14 8.43217 601.93 453.296
  15 10.8414 613 457.708
  16 13.2505 598.5 447.044
  17 15.6597 606.75 432.043
  18 18.0689 589.82 431.6
  19 20.4781 656.78 431.716
  20 22.8873 614.45 430.476
  21 25.2965 0 0
427000 21 12312
  1 -22.8873 639.19 427.008
  2 -20.4781 646.67 436.179
  3 -18.0689 623.92 444.379
  4 -15.6597 618.96 451.882
  5 -13.2505 625.71 440.387
  6 -10.8414 608.2 449.488
  7 -8.43217 613.13 448.296
  8 -6.02298 620.35 461.519
  9 -3.61379 617 468.985
  10 -1.2046 607.2 458.065
  11 1.2046 578.45 473.81
  12 3.61379 616.11 466.962
  13 6.02298 615.2 451.362
  14 8.43217 596.09 454.081
  15 10.8414 601.58 455.528
  16 13.2505 629.7 454.52
  17 15.6597 597.72 430.208
  18 18.0689 590.82 428.103
  19 20.4781 650.19 437.93
  20 22.8873 615.81 435.467
  21 25.2965 0 0
428000 21 12312
  1 -22.8873 629.94 431.373
  2 -20.4781 654.02 442.194
  3 -18.0689 607.32 443.354
  4 -15.6597 628.76 449.348
  5 -13.2505 612 446.333
  6 -10.8414 615.58 453.104
  7 -8.43217 617.13 455.224
  8 -6.02298 610.5 458.504
  9 -3.61379 628.41 468.669
  10 -1.2046 603.16 472.478
  11 1.2046 585.28 479.345
  12 3.61379 639.14 467.306
  13 6.02298 608.96 458.668
  14 8.43217 589.35 455.145
  15 10.8414 599 448.573
  16 13.2505 619.77 457.464
  17 15.6597 607.54 439.105
  18 18.0689 580.15 438.569
  19 20.4781 667.61 441.662
  20 22.8873 608.38 422.208
  21 25.2965 0 0
429000 21 12312
  1 -22.8873 620.43 434.776
  2 -20.4781 630.04 434.065
  3 -18.0689 636.42 448.083
  4 -15.6597 618.66 449.062
  5 -13.2505 593.51 448.164
  6 -10.8414 608.93 463.802
  7 -8.43217 619.04 458.742
  8 -6.02298 603.49 455.286
  9 -3.61379 625.35 462.777
  10 -1.2046 606.38 471.504
  11 1.2046 580.72 469.17
  12 3.61379 617.83 468.484
  13 6.02298 651.42 446.429
  14 8.43217 579.56 454.062
  15 10.8414 613.8 452.799
  16 13.2505 630.45 454.436
  17 15.6597 604.04 439.601
  18 18.0689 590.7 435.802
  19 20.4781 667.64 437.261
  20 22.8873 613.59 434.388
  21 25.2965 0 0
430000 21 12312
  1 -22.8873 612.53 430.126
  2 -20.4781 618.83 435.571
  3 -18.0689 668.49 451.901
  4 -15.6597 630.25 448.496
  5 -13.2505 608.64 452.218
  6 -10.8414 590.88 451.304
  7 -8.43217 631.13 452.248
  8 -6.02298 595.26 460.013
  9 -3.61379 629.95 460.514
  10 -1.2046 593.95 477.176
  11 1.2046 593.17 470.744
  12 3.61379 606.65 460.112
  13 6.02298 673.23 449.705
  14 8.43217 585.3 456.713
  15 10.8414 585.27 463.897
  16 13.2505 618.21 452.414
  17 15.6597 614.95 441.713
  18 18.0689 582.77 431.518
  19 20.4781 646.95 427.685
  20 22.8873 625.59 431.942
  21 25.2965 0 0
431000 21 12312
  1 -22.8873 636.11 431.457
  2 -20.4781 606.6 436.76
  3 -18.0689 633.59 455.156
  4 -15.6597 644.94 455.778
  5 -13.2505 620.23 460.734
  6 -10.8414 577.86 445.788
  7 -8.43217 643.5 452.796
  8 -6.02298 594.65 457.599
  9 -3.61379 602.99 467.54
  10 -1.2046 610.16 466.431
  11 1.2046 621.96 467.107
  12 3.61379 623.03 463.807
  13 6.02298 621.02 457.755
  14 8.43217 604.81 460.005
  15 10.8414 586.84 451.821
  16 13.2505 600.34 441.896
  17 15.6597 611.93 437.343
  18 18.0689 583.42 433.23
  19 20.4781 649.75 431.648
  20 22.8873 638.27 419.825
  21 25.2965 0 0
432000 21 12312
  1 -22.8873 630.77 428.659
  2 -20.4781 610.84 453.659
  3 -18.0689 627.9 451.584
  4 -15.6597 646.89 451.851
  5 -13.2505 632.23 458.636
  6 -10.8414 580.15 452.848
  7 -8.43217 629.48 449.126
  8 -6.02298 612.2 458.066
  9 -3.61379 596.44 462.516
  10 -1.2046 604.61 463.489
  11 1.2046 618.52 467.086
  12 3.61379 608.32 467.198
  13 6.02298 622.6 460.914
  14 8.43217 630.03 469.614
  15 10.8414 599.66 450.243
  16 13.2505 629.02 444.524
  17 15.6597 588.35 442.277
  18 18.0689 597.83 433.94
  19 20.4781 624.46 429.144
  20 22.8873 621.7 429.102
  21 25.2965 0 0
433000 21 12312
  1 -22.8873 642.73 432.803
  2 -20.4781 617.99 441.599
  3 -18.0689 611.29 454.578
  4 -15.6597 658.16 449.06
  5 -13.2505 617.58 458.337
  6 -10.8414 589.24 464.293
  7 -8.43217 613.72 450.02
  8 -6.02298 612.42 455.104
  9 -3.61379 595.49 462.436
  10 -1.2046 600.18 452.411
  11 1.2046 639.31 467.424
  12 3.61379 616.6 468.746
  13 6.02298 598.82 467.459
  14 8.43217 634.76 465.54
  15 10.8414 616.66 449.486
  16 13.2505 619.07 445.219
  17 15.6597 585.97 438.648
  18 18.0689 601.56 432.282
  19 20.4781 635.1 423.01
  20 22.8873 605.35 426.55
  21 25.2965 0 0
434000 21 12311.999999999998
  1 -22.8873 660.29 430.445
  2 -20.4781 606.56 432.858
  3 -18.0689 600.68 463.539
  4 -15.6597 672.61 455.136
  5 -13.2505 608.94 451.883
  6 -10.8414 606.61 449.821
  7 -8.43217 597.34 457.109
  8 -6.02298 629.05 462.36
  9 -3.61379 597.6 458.003
  10 -1.2046 603.73 454.335
  11 1.2046 618.95 467.469
  12 3.61379 588.53 469.486
  13 6.02298 616.38 458.957
  14 8.43217 633.17 465.14
  15 10.8414 620.17 457.245
  16 13.2505 608.69 444.513
  17 15.6597 597.65 434.308
  18 18.0689 605.29 439.003
  19 20.4781 631.54 432.032
  20 22.8873 608.22 433.178
  21 25.2965 0 0
435000 21 12311.999999999998
  1 -22.8873 652.27 430.232
  2 -20.4781 591.67 434.118
  3 -18.0689 623.69 452.187
  4 -15.6597 673.02 444.743
  5 -13.2505 602.71 450.426
  6 -10.8414 596.49 449.887
  7 -8.43217 587.84 460.417
  8 -6.02298 647.89 464.098
  9 -3.61379 590.82 458.102
  10 -1.2046 633.27 466.624
  11 1.2046 631.44 464.566
  12 3.61379 614.16 465.257
  13 6.02298 626.86 466.739
  14 8.43217 619.02 459.033
  15 10.8414 613.89 455.437
  16 13.2505 598.59 443.986
  17 15.6597 583.58 437.227
  18 18.0689 609.36 439.67
  19 20.4781 603.13 436.219
  20 22.8873 612.3 439.808
  21 25.2965 0 0
436000 21 12311.999999999998
  1 -22.8873 659.58 431.913
  2 -20.4781 589.93 432.87
  3 -18.0689 634.86 443.912
  4 -15.6597 650.89 451.959
  5 -13.2505 612.9 456.177
  6 -10.8414 602.18 457.715
  7 -8.43217 596.29 458.941
  8 -6.02298 634.26 452.665
  9 -3.61379 582.21 462.579
  10 -1.2046 611.96 468.228
  11 1.2046 633.38 470.383
  12 3.61379 624.52 467.796
  13 6.02298 606 465.171
  14 8.43217 618.04 457.932
  15 10.8414 618.56 454.046
  16 13.2505 621.13 444.905
  17 15.6597 583.23 445.544
  18 18.0689 615.22 438.906
  19 20.4781 605.62 434.986
  20 22.8873 611.24 438.506
  21 25.2965 0 0
437000 21 12312.000000000002
  1 -22.8873 635.79 430.56
  2 -20.4781 609.9 428.339
  3 -18.0689 630.81 442.982
  4 -15.6597 630.28 439.484
  5 -13.2505 639.79 448.327
  6 -10.8414 607 446.085
  7 -8.43217 579.1 445.135
  8 -6.02298 629.28 452.656
  9 -3.61379 579.85 456.444
  10 -1.2046 619.72 474.185
  11 1.2046 616.46 470.34
  12 3.61379 632.79 468.77
  13 6.02298 601.72 463.589
  14 8.43217 616.95 455.618
  15 10.8414 645.94 455.465
  16 13.2505 612.42 439.811
  17 15.6597 575.7 441.102
  18 18.0689 623.02 437.263
  19 20.4781 607.92 436.072
  20 22.8873 617.56 442.787
  21 25.2965 0 0
438000 21 12312
  1 -22.8873 636.49 433.411
  2 -20.4781 620.3 437.207
  3 -18.0689 610.66 438.294
  4 -15.6597 661.56 447.49
  5 -13.2505 627.49 451.426
  6 -10.8414 618.11 445.105
  7 -8.43217 584.35 457.612
  8 -6.02298 627.81 454.68
  9 -3.61379 592.17 453.106
  10 -1.2046 613.51 473.634
  11 1.2046 639.71 470.652
  12 3.61379 616.06 467.352
  13 6.02298 612.77 471.674
  14 8.43217 617.38 461.6
  15 10.8414 637.88 442.745
  16 13.2505 603.37 436.757
  17 15.6597 571.86 441.049
  18 18.0689 620.81 442.143
  19 20.4781 590.07 438.101
  20 22.8873 609.64 429.318
  21 25.2965 0 0
439000 21 12312.000000000002
  1 -22.8873 663.24 439.136
  2 -20.4781 592.14 432.405
  3 -18.0689 604.9 445.588
  4 -15.6597 695.97 448.249
  5 -13.2505 595.19 443.396
  6 -10.8414 610.98 448.945
  7 -8.43217 593.26 450.78
  8 -6.02298 623.69 451.08
  9 -3.61379 577.95 448.682
  10 -1.2046 602.05 465.947
  11 1.2046 628.56 474.703
  12 3.61379 621.36 463.639
  13 6.02298 621.29 464.484
  14 8.43217 640.44 458.082
  15 10.8414 619.63 451.946
  16 13.2505 614.08 447.748
  17 15.6597 581.78 444.171
  18 18.0689 614.5 441.409
  19 20.4781 603.96 433.173
  20 22.8873 607.03 429.143
  21 25.2965 0 0
440000 21 12312
  1 -22.8873 647.96 440.107
  2 -20.4781 593.09 433.823
  3 -18.0689 620.53 440.46
  4 -15.6597 683.91 454.394
  5 -13.2505 595.86 439.954
  6 -10.8414 592.4 453.576
  7 -8.43217 612.94 446.521
  8 -6.02298 623.63 458.741
  9 -3.61379 565.63 456.017
  10 -1.2046 613.88 467.866
  11 1.2046 626.41 473.1
  12 3.61379 618.23 465.669
  13 6.02298 603.46 464.012
  14 8.43217 661.34 457.391
  15 10.8414 592.82 448.632
  16 13.2505 616.64 439.35
  17 15.6597 604.87 444.616
  18 18.0689 606.09 434.003
  19 20.4781 607.17 439.161
  20 22.8873 625.14 434.118
  21 25.2965 0 0
441000 21 12312.000000000002
  1 -22.8873 629.35 437.747
  2 -20.4781 592.87 433.432
  3 -18.0689 643.87 440.155
  4 -15.6597 659.48 447.211
  5 -13.2505 615.15 441.495
  6 -10.8414 598.08 456.932
  7 -8.43217 618.2 452.441
  8 -6.02298 589.71 463.338
  9 -3.61379 579.33 462.034
  10 -1.2046 641.14 464.099
  11 1.2046 619.54 473.364
  12 3.61379 610.06 480.629
  13 6.02298 598.27 460.313
  14 8.43217 647.27 457.841
  15 10.8414 590.69 451.664
  16 13.2505 622.09 436.871
  17 15.6597 609.92 444.384
  18 18.0689 590 438.967
  19 20.4781 623.1 433.77
  20 22.8873 633.88 431.24
  21 25.2965 0 0
442000 21 12312.000000000002
  1 -22.8873 626.11 431.933
  2 -20.4781 594.9 433.026
  3 -18.0689 659.39 444.291
  4 -15.6597 642.98 451.059
  5 -13.2505 605.73 435.663
  6 -10.8414 591.94 449.488
  7 -8.43217 627.43 451.154
  8 -6.02298 590.75 471.303
  9 -3.61379 602.22 462.524
  10 -1.2046 630.42 474.562
  11 1.2046 613.72 476.212
  12 3.61379 598.08 475.261
  13 6.02298 632.42 467.217
  14 8.43217 628.63 469.038
  15 10.8414 596.76 454.803
  16 13.2505 624.5 442.04
  17 15.6597 609.61 431.469
  18 18.0689 594.3 434.751
  19 20.4781 616.24 430.512
  20 22.8873 625.87 427.508
  21 25.2965 0 0
443000 21 12312
  1 -22.8873 640.36 427.833
  2 -20.4781 635.69 436.651
  3 -18.0689 641.41 451.091
  4 -15.6597 652.73 442.223
  5 -13.2505 608.27 435.862
  6 -10.8414 605.04 445.216
  7 -8.43217 602.97 458.92
  8 -6.02298 614.57 449.834
  9 -3.61379 606.84 466.118
  10 -1.2046 624.02 477.479
  11 1.2046 584.41 476.564
  12 3.61379 640.71 470.466
  13 6.02298 609.1 465.27
  14 8.43217 605.25 463.543
  15 10.8414 579.42 453.863
  16 13.2505 634.53 447.306
  17 15.6597 587.7 446.617
  18 18.0689 576.56 426.121
  19 20.4781 658.53 432.38
  20 22.8873 603.89 428.956
  21 25.2965 0 0
444000 21 12312.000000000002
  1 -22.8873 612.87 429.136
  2 -20.4781 642.88 435.572
  3 -18.0689 644.36 444.239
  4 -15.6597 626.57 442.746
  5 -13.2505 625.1 442.047
  6 -10.8414 618.18 452.824
  7 -8.43217 607.64 446.527
  8 -6.02298 603.69 458.789
  9 -3.61379 632.82 468.642
  10 -1.2046 611.59 468.367
  11 1.2046 580.64 477.654
  12 3.61379 648.69 460.331
  13 6.02298 608.16 475.474
  14 8.43217 594.77 459.48
  15 10.8414 583.08 452.061
  16 13.2505 616.28 441.018
  17 15.6597 586.38 437.661
  18 18.0689 576.16 433.291
  19 20.4781 671.2 428.523
  20 22.8873 620.94 428.767
  21 25.2965 0 0
445000 21 12312
  1 -22.8873 617.09 424.251
  2 -20.4781 650.19 431.218
  3 -18.0689 625.54 439.929
  4 -15.6597 616.35 444.74
  5 -13.2505 630.6 446.389
  6 -10.8414 596.78 446.467
  7 -8.43217 624.69 446.338
  8 -6.02298 592.99 446.897
  9 -3.61379 628.28 463.218
  10 -1.2046 623.21 474.973
  11 1.2046 586.25 477.166
  12 3.61379 665.37 461.652
  13 6.02298 619.24 466.035
  14 8.43217 584.59 463.975
  15 10.8414 597.29 453.848
  16 13.2505 596.67 431.678
  17 15.6597 606.69 448.363
  18 18.0689 578.83 444.683
  19 20.4781 651.77 434.371
  20 22.8873 619.58 428.415
  21 25.2965 0 0
446000 21 12312.000000000002
  1 -22.8873 628.58 428.726
  2 -20.4781 627.13 438.158
  3 -18.0689 636.59 437.839
  4 -15.6597 592.83 442.98
  5 -13.2505 620.82 435.162
  6 -10.8414 619.31 455.126
  7 -8.43217 611.17 450.329
  8 -6.02298 620.62 454.823
  9 -3.61379 615.09 460.058
  10 -1.2046 631.75 465.124
  11 1.2046 580.38 477.802
  12 3.61379 634.04 461.076
  13 6.02298 616.36 465.319
  14 8.43217 578.07 454.92
  15 10.8414 593.66 455.406
  16 13.2505 624.87 439.362
  17 15.6597 596.87 446.25
  18 18.0689 601.96 443.746
  19 20.4781 659.39 434.994
  20 22.8873 622.51 431.905
  21 25.2965 0 0
447000 21 12312.000000000002
  1 -22.8873 642.78 419.284
  2 -20.4781 619.14 438.342
  3 -18.0689 654.78 438.572
  4 -15.6597 602.19 444
  5 -13.2505 616.59 441.565
  6 -10.8414 598.37 446.35
  7 -8.43217 618.18 458.451
  8 -6.02298 617.88 465.786
  9 -3.61379 602.24 472.942
  10 -1.2046 624.55 464.467
  11 1.2046 591 475.411
  12 3.61379 619.35 455.679
  13 6.02298 639.86 467.213
  14 8.43217 586.38 464.345
  15 10.8414 591.07 456.288
  16 13.2505 612.03 436.567
  17 15.6597 605.69 441.241
  18 18.0689 613.46 439.288
  19 20.4781 631.09 442.487
  20 22.8873 625.37 433.523
  21 25.2965 0 0
448000 21 12311.999999999996
  1 -22.8873 629.24 431.94
  2 -20.4781 591.13 434.513
  3 -18.0689 695.84 442.768
  4 -15.6597 597.17 447.234
  5 -13.2505 618.36 434.978
  6 -10.8414 612.05 441.142
  7 -8.43217 610.71 450.383
  8 -6.02298 612.7 469.717
  9 -3.61379 598.33 464.457
  10 -1.2046 656.63 463.045
  11 1.2046 576.8 472.065
  12 3.61379 624.02 471.09
  13 6.02298 610.76 465.815
  14 8.43217 600.24 454.836
  15 10.8414 561.56 446.745
  16 13.2505 630.13 443.382
  17 15.6597 595.55 437.982
  18 18.0689 605.88 435.636
  19 20.4781 641.6 431.179
  20 22.8873 643.3 431.85
  21 25.2965 0 0
449000 21 12311.999999999998
  1 -22.8873 636.28 431.234
  2 -20.4781 569.11 435.832
  3 -18.0689 688.26 441.944
  4 -15.6597 605.72 443.729
  5 -13.2505 605.36 441.213
  6 -10.8414 593.51 444.348
  7 -8.43217 643.55 451.107
  8 -6.02298 615.54 472.175
  9 -3.61379 584.13 469.643
  10 -1.2046 665.78 475.277
  11 1.2046 576.69 466.213
  12 3.61379 610.53 465.327
  13 6.02298 647.19 462.449
  14 8.43217 594.84 467.896
  15 10.8414 574.55 445.736
  16 13.2505 607.91 445.858
  17 15.6597 611.48 442.377
  18 18.0689 589.68 435.739
  19 20.4781 640.04 430.777
  20 22.8873 651.85 437.147
  21 25.2965 0 0
450000 21 12312.000000000002
  1 -22.8873 638.65 424.34
  2 -20.4781 578.96 433.186
  3 -18.0689 637.47 429.584
  4 -15.6597 652.85 443.936
  5 -13.2505 592.51 443.807
  6 -10.8414 593.29 440.649
  7 -8.43217 620.56 453.768
  8 -6.02298 629.47 452.927
  9 -3.61379 572.94 452.984
  10 -1.2046 657.59 466.296
  11 1.2046 598.57 482.931
  12 3.61379 631.3 468.638
  13 6.02298 611.75 455.917
  14 8.43217 633.02 451.128
  15 10.8414 584.85 456.013
  16 13.2505 592.74 440.4
  17 15.6597 621.44 448.718
  18 18.0689 593.32 444.705
  19 20.4781 637.02 434.701
  20 22.8873 633.7 434.113
  21 25.2965 0 0
451000 21 12312
  1 -22.8873 672.84 433.428
  2 -20.4781 598.1 437.155
  3 -18.0689 625.97 437.549
  4 -15.6597 659.85 440.16
  5 -13.2505 569.13 439.346
  6 -10.8414 596.54 448.901
  7 -8.43217 608.53 454.228
  8 -6.02298 630.72 458.791
  9 -3.61379 574.27 461.506
  10 -1.2046 643.14 472.435
  11 1.2046 603.53 476.873
  12 3.61379 635.49 472.776
  13 6.02298 579.39 464.512
  14 8.43217 649.09 460.059
  15 10.8414 585.46 459.24
  16 13.2505 594.85 450.716
  17 15.6597 620.03 444.507
  18 18.0689 591.39 437.919
  19 20.4781 660 428.381
  20 22.8873 613.68 419.423
  21 25.2965 0 0
452000 21 12312
  1 -22.8873 646.07 429.764
  2 -20.4781 594.33 429.887
  3 -18.0689 630.17 443.023
  4 -15.6597 640.46 438.579
  5 -13.2505 597.86 443.797
  6 -10.8414 600.58 450.995
  7 -8.43217 584.02 458.117
  8 -6.02298 639.14 450.856
  9 -3.61379 571.68 453.405
  10 -1.2046 649.04 477.003
  11 1.2046 582.56 478.288
  12 3.61379 637 471.184
  13 6.02298 600.07 462.761
  14 8.43217 637.17 460.706
  15 10.8414 581.63 452.939
  16 13.2505 630.65 461.403
  17 15.6597 603.11 452.648
  18 18.0689 612.94 437.778
  19 20.4781 643.78 425.021
  20 22.8873 629.74 434.735
  21 25.2965 0 0
453000 21 12311.999999999998
  1 -22.8873 630.99 425.019
  2 -20.4781 602.19 423.231
  3 -18.0689 662.06 444.113
  4 -15.6597 602.66 440.119
  5 -13.2505 613.24 449.701
  6 -10.8414 593.95 453.274
  7 -8.43217 607.08 451.61
  8 -6.02298 600.39 454.89
  9 -3.61379 599.84 449.374
  10 -1.2046 639.58 477.715
  11 1.2046 588.5 476.186
  12 3.61379 633.64 467.036
  13 6.02298 632.45 465.371
  14 8.43217 607.35 461.436
  15 10.8414 596.38 452.518
  16 13.2505 622.96 460.621
  17 15.6597 616.18 449.878
  18 18.0689 588.49 439.181
  19 20.4781 636.72 433.191
  20 22.8873 637.35 426.229
  21 25.2965 0 0
454000 21 12311.999999999998
  1 -22.8873 622.3 428.193
  2 -20.4781 618.14 432.923
  3 -18.0689 662.86 440.125
  4 -15.6597 595 436.235
  5 -13.2505 611.55 442.927
  6 -10.8414 583.3 450.089
  7 -8.43217 611.82 458.995
  8 -6.02298 605.54 455.084
  9 -3.61379 623.74 459.46
  10 -1.2046 637.94 462.057
  11 1.2046 585.41 466.795
  12 3.61379 622.08 476.717
  13 6.02298 642.25 472.26
  14 8.43217 606.02 464.678
  15 10.8414 598.97 446.103
  16 13.2505 610.32 454.404
  17 15.6597 611.38 452.24
  18 18.0689 598.46 441.204
  19 20.4781 650.62 433.193
  20 22.8873 614.3 429.101
  21 25.2965 0 0
455000 21 12312
  1 -22.8873 619.77 427.673
  2 -20.4781 621.21 425.572
  3 -18.0689 656.83 433.75
  4 -15.6597 598.16 442.87
  5 -13.2505 595.17 446.391
  6 -10.8414 587.97 451.715
  7 -8.43217 617.69 456.932
  8 -6.02298 617.42 462.537
  9 -3.61379 612.38 458.557
  10 -1.2046 629.16 470.735
  11 1.2046 607.07 470.73
  12 3.61379 616.05 471.7
  13 6.02298 617.34 464.683
  14 8.43217 613.32 458.702
  15 10.8414 601.94 459.071
  16 13.2505 627.68 451.75
  17 15.6597 613.1 453.291
  18 18.0689 605.77 436.625
  19 20.4781 634.89 435.396
  20 22.8873 619.08 431.377
  21 25.2965 0 0
456000 21 12312.000000000002
  1 -22.8873 614.21 424.455
  2 -20.4781 639.59 429.788
  3 -18.0689 641.95 436.146
  4 -15.6597 581.02 434.675
  5 -13.2505 588.88 443.671
  6 -10.8414 586.86 453.663
  7 -8.43217 606.38 461.709
  8 -6.02298 601.99 460.3
  9 -3.61379 617.8 452.632
  10 -1.2046 624.04 476.157
  11 1.2046 595.09 478.7
  12 3.61379 647.95 474.364
  13 6.02298 628.97 470.078
  14 8.43217 608.19 459.85
  15 10.8414 597.5 455.698
  16 13.2505 633.03 452.943
  17 15.6597 636.36 458.761
  18 18.0689 603.74 446.471
  19 20.4781 647.25 432.39
  20 22.8873 611.2 427.538
  21 25.2965 0 0
457000 21 12312.000000000002
  1 -22.8873 603.69 408.33
  2 -20.4781 655.03 427.939
  3 -18.0689 624.26 439.049
  4 -15.6597 605.54 432.069
  5 -13.2505 591.57 442.624
  6 -10.8414 595.4 453.159
  7 -8.43217 612.36 462.753
  8 -6.02298 589.58 465.586
  9 -3.61379 620.22 454.77
  10 -1.2046 611.39 469.474
  11 1.2046 603.41 478.96
  12 3.61379 635.45 478.865
  13 6.02298 645.92 467.423
  14 8.43217 598.82 458.14
  15 10.8414 606.73 452.108
  16 13.2505 638.79 451.939
  17 15.6597 605.77 447.168
  18 18.0689 610.92 444.188
  19 20.4781 646.53 436.879
  20 22.8873 610.62 421.48
  21 25.2965 0 0
458000 21 12312
  1 -22.8873 625.7 416.707
  2 -20.4781 631.57 437.752
  3 -18.0689 666.87 432.76
  4 -15.6597 601.87 437.136
  5 -13.2505 584.41 448.522
  6 -10.8414 603.26 444.41
  7 -8.43217 597.2 452.143
  8 -6.02298 612.25 454.588
  9 -3.61379 609.79 462.183
  10 -1.2046 608.78 474.851
  11 1.2046 615.43 473.435
  12 3.61379 653.51 475.884
  13 6.02298 630.4 466.612
  14 8.43217 598.62 462.383
  15 10.8414 587.65 446.712
  16 13.2505 635.76 449.727
  17 15.6597 596.93 444.06
  18 18.0689 605.23 443.119
  19 20.4781 650.02 430.448
  20 22.8873 596.75 429.174
  21 25.2965 0 0
459000 21 12312.000000000002
  1 -22.8873 623.57 414.986
  2 -20.4781 630.4 428.138
  3 -18.0689 673.14 439.571
  4 -15.6597 586.73 441.502
  5 -13.2505 617.73 445.647
  6 -10.8414 597.67 452.615
  7 -8.43217 621.42 448.939
  8 -6.02298 603.72 461.501
  9 -3.61379 628.46 459.823
  10 -1.2046 593.13 471.193
  11 1.2046 602.61 476.167
  12 3.61379 653.57 472.427
  13 6.02298 618.14 463.649
  14 8.43217 606.38 448.442
  15 10.8414 597.18 448.274
  16 13.2505 612.12 448.729
  17 15.6597 602.12 457.919
  18 18.0689 608.66 441.475
  19 20.4781 633.11 427.915
  20 22.8873 602.14 419.711
  21 25.2965 0 0
460000 21 12312
  1 -22.8873 628.16 426.289
  2 -20.4781 645.71 429.714
  3 -18.0689 624.79 437.391
  4 -15.6597 590.35 442.146
  5 -13.2505 619.03 443.046
  6 -10.8414 602.6 455.629
  7 -8.43217 617.83 457.271
  8 -6.02298 605.06 460.946
  9 -3.61379 621.14 462.277
  10 -1.2046 570.08 463.455
  11 1.2046 611.37 482.259
