# Chunk-averaged data for fix temp_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
1000 21 12311.999999999998
  18 18.0689 595.86 440.156
  19 20.4781 659.06 437.167
  20 22.8873 596.78 433.016
  21 25.2965 0 0
828000 21 12312.000000000002
  1 -22.8873 625.11 420.794
  2 -20.4781 639.18 431.704
  3 -18.0689 625.22 439.767
  4 -15.6597 569 444.191
  5 -13.2505 627.76 441.643
  6 -10.8414 615.22 452.168
  7 -8.43217 556.17 463.781
  8 -6.02298 634.88 463.012
  9 -3.61379 641.89 468.297
  10 -1.2046 629.56 467.863
  11 1.2046 592.93 473.406
  12 3.61379 645.7 476.858
  13 6.02298 580.29 461.569
  14 8.43217 623.06 456.781
  15 10.8414 591.69 450.572
  16 13.2505 654.69 451.39
  17 15.6597 591.18 456.424
  18 18.0689 591.71 443.392
  19 20.4781 674.33 440.074
  20 22.8873 602.43 431.541
  21 25.2965 0 0
829000 21 12311.999999999996
  1 -22.8873 627.42 423.132
  2 -20.4781 627.05 427.661
  3 -18.0689 610.09 424.162
  4 -15.6597 611.39 442.288
  5 -13.2505 623.17 440.837
  6 -10.8414 606.98 439.643
  7 -8.43217 564.96 453.848
  8 -6.02298 645.05 465.196
  9 -3.61379 621.21 471.291
  10 -1.2046 604.12 471.806
  11 1.2046 603.85 477.38
  12 3.61379 632.44 462.649
  13 6.02298 599.57 463.865
  14 8.43217 632.64 469.945
  15 10.8414 608.75 452.114
  16 13.2505 616.05 445.739
  17 15.6597 602.56 448.318
  18 18.0689 644.56 449.549
  19 20.4781 625.88 437.876
  20 22.8873 604.26 432.074
  21 25.2965 0 0
830000 21 12311.999999999998
  1 -22.8873 631.25 417.066
  2 -20.4781 622.8 417.858
  3 -18.0689 605.43 422.074
  4 -15.6597 654.45 439.945
  5 -13.2505 578.42 438.388
  6 -10.8414 614.75 445.098
  7 -8.43217 603.71 449.483
  8 -6.02298 627.34 460.89
  9 -3.61379 606.87 463.686
  10 -1.2046 627.15 467.38
  11 1.2046 624.23 467.549
  12 3.61379 625.62 461.406
  13 6.02298 586.94 470.023
  14 8.43217 648.91 464.034
  15 10.8414 586.47 454.5
  16 13.2505 611.6 454.998
  17 15.6597 611.01 452.372
  18 18.0689 624.31 441.409
  19 20.4781 619.48 433.325
  20 22.8873 601.26 436.266
  21 25.2965 0 0
831000 21 12312
  1 -22.8873 619.64 431.759
  2 -20.4781 636.63 425.498
  3 -18.0689 585.47 430.936
  4 -15.6597 650.62 445.924
  5 -13.2505 590.48 442.37
  6 -10.8414 620.63 450.564
  7 -8.43217 593.51 452.068
  8 -6.02298 653.23 457.04
  9 -3.61379 598.9 469.228
  10 -1.2046 639.21 462.83
  11 1.2046 601.71 470.224
  12 3.61379 616.45 468.629
  13 6.02298 587.26 461.715
  14 8.43217 638.69 465.19
  15 10.8414 596.93 461.141
  16 13.2505 601.1 450.039
  17 15.6597 620.3 447.431
  18 18.0689 631.61 445.64
  19 20.4781 622.15 438.72
  20 22.8873 607.48 427.815
  21 25.2965 0 0
832000 21 12312.000000000002
  1 -22.8873 621.59 427.148
  2 -20.4781 620.85 423.373
  3 -18.0689 606.78 442.306
  4 -15.6597 653.34 450.077
  5 -13.2505 584.89 452.208
  6 -10.8414 632.18 440.665
  7 -8.43217 589.22 454.028
  8 -6.02298 636.32 451.862
  9 -3.61379 594.82 467.916
  10 -1.2046 634.64 460.229
  11 1.2046 585.72 473.972
  12 3.61379 619.04 466.456
  13 6.02298 580 461.892
  14 8.43217 647.52 457.588
  15 10.8414 589.61 462.474
  16 13.2505 606.86 450.789
  17 15.6597 628.38 445.134
  18 18.0689 646.95 451.735
  19 20.4781 617.01 436.245
  20 22.8873 616.28 433.276
  21 25.2965 0 0
833000 21 12312.000000000002
  1 -22.8873 625.53 428.237
  2 -20.4781 619.85 426.984
  3 -18.0689 604.8 444.257
  4 -15.6597 664.63 447.328
  5 -13.2505 589.77 445.462
  6 -10.8414 618.17 445.811
  7 -8.43217 593.92 451.276
  8 -6.02298 633.33 460.457
  9 -3.61379 572.93 459.413
  10 -1.2046 631.56 461.984
  11 1.2046 629.28 468.528
  12 3.61379 602.31 465.596
  13 6.02298 584.48 464.819
  14 8.43217 643.19 467.016
  15 10.8414 593.49 457.586
  16 13.2505 611.67 458.503
  17 15.6597 631.57 457.276
  18 18.0689 633.12 440.584
  19 20.4781 611.71 434.577
  20 22.8873 616.69 430.555
  21 25.2965 0 0
834000 21 12312.000000000002
  1 -22.8873 621.43 424.905
  2 -20.4781 661.37 429.219
  3 -18.0689 595.01 445.901
  4 -15.6597 674.05 449.335
  5 -13.2505 586.51 445.18
  6 -10.8414 614.72 441.036
  7 -8.43217 600.6 466.02
  8 -6.02298 660.34 468.967
  9 -3.61379 573.53 461.281
  10 -1.2046 626.48 470.406
  11 1.2046 599.07 467.81
  12 3.61379 619.01 461.822
  13 6.02298 573.67 461.604
  14 8.43217 634.78 458.331
  15 10.8414 571.11 453.7
  16 13.2505 607.99 458.158
  17 15.6597 617.29 444.999
  18 18.0689 642.46 440.011
  19 20.4781 603.58 437.035
  20 22.8873 629 427.153
  21 25.2965 0 0
835000 21 12312
  1 -22.8873 635 430.903
  2 -20.4781 648.73 431.955
  3 -18.0689 614.24 435.758
  4 -15.6597 643.47 442.536
  5 -13.2505 601.02 443.474
  6 -10.8414 609.75 439.41
  7 -8.43217 605.06 463.559
  8 -6.02298 636.18 470.393
  9 -3.61379 597.38 459.232
  10 -1.2046 611.44 469.547
  11 1.2046 589.48 472.607
  12 3.61379 606.32 460.348
  13 6.02298 588.01 464.363
  14 8.43217 631.24 460.922
  15 10.8414 602.2 449.758
  16 13.2505 600.53 451.932
  17 15.6597 612.41 445.544
  18 18.0689 644 442.747
  19 20.4781 613.04 435.931
  20 22.8873 622.5 426.504
  21 25.2965 0 0
836000 21 12312
  1 -22.8873 617.3 435.844
  2 -20.4781 642.66 439.784
  3 -18.0689 611.25 426.925
  4 -15.6597 643.63 444.848
  5 -13.2505 615.35 445.16
  6 -10.8414 588.2 443.153
  7 -8.43217 589.01 454.677
  8 -6.02298 653.79 469.502
  9 -3.61379 578.88 468.329
  10 -1.2046 636.2 457.369
  11 1.2046 574.86 469.491
  12 3.61379 617.71 471.32
  13 6.02298 588.55 472.785
  14 8.43217 631.93 465.747
  15 10.8414 619.98 442.933
  16 13.2505 592.03 441.331
  17 15.6597 627.98 439.107
  18 18.0689 646.52 442.23
  19 20.4781 595.87 435.752
  20 22.8873 640.3 432.54
  21 25.2965 0 0
837000 21 12311.999999999996
  1 -22.8873 620.65 432.504
  2 -20.4781 638.72 445.605
  3 -18.0689 624.08 434.056
  4 -15.6597 614.68 451.113
  5 -13.2505 618.66 451.619
  6 -10.8414 598.52 456.798
  7 -8.43217 584.15 462.146
  8 -6.02298 656.15 460.356
  9 -3.61379 586.71 469.999
  10 -1.2046 621.51 466.763
  11 1.2046 598.74 463.925
  12 3.61379 604.86 472.33
  13 6.02298 595.31 466.137
  14 8.43217 628.53 457.579
  15 10.8414 607.9 444.609
  16 13.2505 607.88 442.586
  17 15.6597 618.32 446.062
  18 18.0689 662.74 440.43
  19 20.4781 597.72 433.031
  20 22.8873 626.17 433.449
  21 25.2965 0 0
838000 21 12312
  1 -22.8873 633.33 429.878
  2 -20.4781 646.91 444.571
  3 -18.0689 604.35 437.153
  4 -15.6597 630.72 432.728
  5 -13.2505 599.11 449.955
  6 -10.8414 617.56 446.272
  7 -8.43217 583.17 458.421
  8 -6.02298 665.84 466.945
  9 -3.61379 567.31 470.09
  10 -1.2046 619.24 468.312
  11 1.2046 604.35 473.139
  12 3.61379 615.89 465.522
  13 6.02298 590.05 457.379
  14 8.43217 631.35 446.063
  15 10.8414 592.39 446.954
  16 13.2505 611.18 452.184
  17 15.6597 606.55 447.827
  18 18.0689 657.8 445.605
  19 20.4781 592.68 423.468
  20 22.8873 642.22 425.475
  21 25.2965 0 0
839000 21 12312
  1 -22.8873 632.46 433.27
  2 -20.4781 637.17 442.563
  3 -18.0689 626.09 427.885
  4 -15.6597 634.92 428.312
  5 -13.2505 597.82 441.028
  6 -10.8414 597.83 446.721
  7 -8.43217 622.28 458.123
  8 -6.02298 612.79 471.582
  9 -3.61379 582 462.329
  10 -1.2046 617.83 469.424
  11 1.2046 605.7 472.558
  12 3.61379 614.32 468.46
  13 6.02298 602.4 459.411
  14 8.43217 653.33 445.188
  15 10.8414 587.82 442.429
  16 13.2505 606.19 458.731
  17 15.6597 637.89 448.068
  18 18.0689 631.78 447.516
  19 20.4781 576.81 435.323
  20 22.8873 634.57 432.635
  21 25.2965 0 0
840000 21 12312
  1 -22.8873 626.31 438.21
  2 -20.4781 621.75 445.534
  3 -18.0689 628.06 437.437
  4 -15.6597 635.88 430.365
  5 -13.2505 587.64 438.956
  6 -10.8414 598.6 447.511
  7 -8.43217 654.42 456.796
  8 -6.02298 589.68 466.538
  9 -3.61379 571.06 473.075
  10 -1.2046 637.27 463.901
  11 1.2046 584.73 471.021
  12 3.61379 605.43 465.652
  13 6.02298 622.6 465.437
  14 8.43217 615.86 450.027
  15 10.8414 599.07 448.311
  16 13.2505 629.75 449.876
  17 15.6597 643.37 446.297
  18 18.0689 614.05 443.981
  19 20.4781 603.97 431.836
  20 22.8873 642.5 431.658
  21 25.2965 0 0
841000 21 12312
  1 -22.8873 614.76 435.117
  2 -20.4781 637.98 433.466
  3 -18.0689 660.71 437.288
  4 -15.6597 609.46 434.684
  5 -13.2505 590.44 438.539
  6 -10.8414 624.24 458.623
  7 -8.43217 618.58 454.527
  8 -6.02298 595.84 456.983
  9 -3.61379 593.47 470.824
  10 -1.2046 626.9 466.916
  11 1.2046 563.22 465.959
  12 3.61379 595.96 465.212
  13 6.02298 631.4 462.762
  14 8.43217 601.34 455.349
  15 10.8414 608.32 447.468
  16 13.2505 642.08 452.33
  17 15.6597 633.15 451.184
  18 18.0689 611.85 436.089
  19 20.4781 604.87 434.14
  20 22.8873 647.43 428.408
  21 25.2965 0 0
842000 21 12312
  1 -22.8873 601.44 430.08
  2 -20.4781 656.98 439.63
  3 -18.0689 622.58 436.008
  4 -15.6597 617.14 431.341
  5 -13.2505 599.12 439.693
  6 -10.8414 629.67 451.427
  7 -8.43217 583.3 449.819
  8 -6.02298 605.81 451.952
  9 -3.61379 617.19 466.371
  10 -1.2046 607.69 463.555
  11 1.2046 587.78 474.768
  12 3.61379 621.24 470.241
  13 6.02298 622.74 467.855
  14 8.43217 594.64 456.036
  15 10.8414 619.88 446.917
  16 13.2505 655.35 456.085
  17 15.6597 588.04 433.356
  18 18.0689 642.25 435.545
  19 20.4781 620.73 435.195
  20 22.8873 618.43 435.08
  21 25.2965 0 0
843000 21 12312.000000000002
  1 -22.8873 596.54 434.316
  2 -20.4781 651.04 446.962
  3 -18.0689 619.63 428.002
  4 -15.6597 620.47 426.258
  5 -13.2505 623.44 438.87
  6 -10.8414 617.51 451.474
  7 -8.43217 582.06 450.182
  8 -6.02298 598.53 452.92
  9 -3.61379 620.29 461.286
  10 -1.2046 603.33 469.305
  11 1.2046 607.18 481.489
  12 3.61379 636.89 472.164
  13 6.02298 607.7 468.547
  14 8.43217 595.87 461.379
  15 10.8414 615.85 453.33
  16 13.2505 633.19 449.489
  17 15.6597 602.26 440.44
  18 18.0689 623.07 430.04
  19 20.4781 626.41 439.728
  20 22.8873 630.74 440.951
  21 25.2965 0 0
844000 21 12312
  1 -22.8873 617.27 437.45
  2 -20.4781 636 448.918
  3 -18.0689 640.69 438.15
  4 -15.6597 597.7 432.964
  5 -13.2505 610.22 445.337
  6 -10.8414 657.4 454.504
  7 -8.43217 590.03 463.69
  8 -6.02298 587.94 459.88
  9 -3.61379 627.11 464.089
  10 -1.2046 593.16 471.436
  11 1.2046 594.03 474.846
  12 3.61379 629.39 465.925
  13 6.02298 601.41 468.668
  14 8.43217 591.04 463.392
  15 10.8414 622.61 459.352
  16 13.2505 639.11 444.711
  17 15.6597 612.06 428.715
  18 18.0689 619 429.925
  19 20.4781 633.12 440.451
  20 22.8873 612.71 433.729
  21 25.2965 0 0
845000 21 12312
  1 -22.8873 615.72 427.326
  2 -20.4781 641.04 428.848
  3 -18.0689 627.04 436.401
  4 -15.6597 615.15 441.261
  5 -13.2505 633.96 448.498
  6 -10.8414 647.24 455.052
  7 -8.43217 595.52 464.954
  8 -6.02298 583.42 465.217
  9 -3.61379 631.77 463.785
  10 -1.2046 592 476.227
  11 1.2046 603.25 473.864
  12 3.61379 613.41 470.264
  13 6.02298 608.61 464.97
  14 8.43217 574.23 455.743
  15 10.8414 631.71 439.797
  16 13.2505 630.28 447.268
  17 15.6597 624.96 438.453
  18 18.0689 612.58 433.946
  19 20.4781 623.04 443.185
  20 22.8873 607.07 428.56
  21 25.2965 0 0
846000 21 12312
  1 -22.8873 636.24 426.357
  2 -20.4781 626.05 434.696
  3 -18.0689 606.72 429.146
  4 -15.6597 630.49 435.719
  5 -13.2505 626.59 449.213
  6 -10.8414 610.09 449.005
  7 -8.43217 590.25 460.491
  8 -6.02298 609.88 476.649
  9 -3.61379 613.41 465.829
  10 -1.2046 598.21 477.733
  11 1.2046 627.06 482.574
  12 3.61379 608.96 467.76
  13 6.02298 610.86 464.306
  14 8.43217 613.56 457.891
  15 10.8414 654.02 447.279
  16 13.2505 596.13 443.001
  17 15.6597 602.59 444.236
  18 18.0689 639.99 441.908
  19 20.4781 587.36 435.496
  20 22.8873 623.54 418.566
  21 25.2965 0 0
847000 21 12312.000000000002
  1 -22.8873 622.94 418.407
  2 -20.4781 624.66 433.848
  3 -18.0689 599.82 432.934
  4 -15.6597 659.06 435.504
  5 -13.2505 591.38 453.029
  6 -10.8414 609.49 452.741
  7 -8.43217 595.5 457.359
  8 -6.02298 604.02 462.504
  9 -3.61379 585.51 481.405
  10 -1.2046 620.07 479.271
  11 1.2046 622.98 486.758
  12 3.61379 603.89 473.103
  13 6.02298 606.85 462.492
  14 8.43217 640.35 450.653
  15 10.8414 633.72 451.267
  16 13.2505 591.25 451.569
  17 15.6597 625.11 434.475
  18 18.0689 639.45 439.704
  19 20.4781 583.03 441.246
  20 22.8873 652.92 428.278
  21 25.2965 0 0
848000 21 12311.999999999998
  1 -22.8873 620.28 421.219
  2 -20.4781 619.67 433.805
  3 -18.0689 598.61 433.426
  4 -15.6597 647.15 436.415
  5 -13.2505 621.9 449.141
  6 -10.8414 605.93 453.616
  7 -8.43217 591.83 454.679
  8 -6.02298 614.33 457.906
  9 -3.61379 608.43 465.455
  10 -1.2046 610.42 476.43
  11 1.2046 611.73 478.696
  12 3.61379 610.56 467.238
  13 6.02298 614.39 454.701
  14 8.43217 603.1 457.38
  15 10.8414 650.74 449.51
  16 13.2505 596.81 443.882
  17 15.6597 615.47 436.484
  18 18.0689 648.78 439.684
  19 20.4781 585.74 430.116
  20 22.8873 636.13 429.485
  21 25.2965 0 0
849000 21 12312.000000000002
  1 -22.8873 615.28 425.738
  2 -20.4781 611.91 437.915
  3 -18.0689 613.68 447.546
  4 -15.6597 637.68 447.001
  5 -13.2505 643.76 446.182
  6 -10.8414 606.48 452.517
  7 -8.43217 609.11 455.339
  8 -6.02298 620.37 466.456
  9 -3.61379 605.73 468.242
  10 -1.2046 603.39 472.101
  11 1.2046 620.47 482.466
  12 3.61379 613.63 467.91
  13 6.02298 610.58 457.611
  14 8.43217 585.73 460.595
  15 10.8414 650.8 452.351
  16 13.2505 602.46 440.305
  17 15.6597 597.01 428.882
  18 18.0689 653.68 440.751
  19 20.4781 581.51 432.27
  20 22.8873 628.74 431.511
  21 25.2965 0 0
850000 21 12312.000000000002
  1 -22.8873 620.6 430.623
  2 -20.4781 624.77 437.766
  3 -18.0689 606.1 449.308
  4 -15.6597 638.38 442.499
  5 -13.2505 653.03 448.862
  6 -10.8414 612.33 451.076
  7 -8.43217 604.5 458.073
  8 -6.02298 624.55 464.889
  9 -3.61379 591.42 468.902
  10 -1.2046 626.65 474.44
  11 1.2046 610.34 477.448
  12 3.61379 598.63 463.224
  13 6.02298 581.34 462.347
  14 8.43217 606.77 452.46
  15 10.8414 656.7 459.091
  16 13.2505 609.33 446.994
  17 15.6597 573.68 434.832
  18 18.0689 654.96 441.21
  19 20.4781 587.16 435.589
  20 22.8873 630.76 431.138
  21 25.2965 0 0
851000 21 12312.000000000005
  1 -22.8873 618.56 426.558
  2 -20.4781 635.67 441.631
  3 -18.0689 630.2 437.945
  4 -15.6597 602.88 438.313
  5 -13.2505 683.66 450.04
  6 -10.8414 604.17 458.172
  7 -8.43217 599.83 461.635
  8 -6.02298 618.98 470.535
  9 -3.61379 606.35 453.717
  10 -1.2046 624.69 470.957
  11 1.2046 596.39 473.439
  12 3.61379 625.16 463.377
  13 6.02298 562.67 471.527
  14 8.43217 608.23 455.28
  15 10.8414 651.45 450.731
  16 13.2505 583.95 443.794
  17 15.6597 584.7 435.626
  18 18.0689 638.02 434.167
  19 20.4781 616.04 434.637
  20 22.8873 620.4 422.597
  21 25.2965 0 0
852000 21 12312
  1 -22.8873 620.52 422.884
  2 -20.4781 617.07 438.851
  3 -18.0689 647.07 437.409
  4 -15.6597 573.01 440.693
  5 -13.2505 643.99 454.054
  6 -10.8414 644.94 461.419
  7 -8.43217 583.95 457.153
  8 -6.02298 617.14 457.169
  9 -3.61379 628.06 468.227
  10 -1.2046 629.06 473.164
  11 1.2046 596.58 475.202
  12 3.61379 604.66 471.763
  13 6.02298 603.09 457.4
  14 8.43217 601.76 445.823
  15 10.8414 626.16 451.262
  16 13.2505 624.53 448.259
  17 15.6597 580.73 439.31
  18 18.0689 620.79 434.465
  19 20.4781 636.81 431.792
  20 22.8873 612.08 429.566
  21 25.2965 0 0
853000 21 12311.999999999998
  1 -22.8873 611.19 421.175
  2 -20.4781 607.67 437.282
  3 -18.0689 651.34 445.295
  4 -15.6597 569.77 440.472
  5 -13.2505 618.88 455.172
  6 -10.8414 630.61 467.438
  7 -8.43217 602.05 454.881
  8 -6.02298 627.5 458.781
  9 -3.61379 575.55 461.456
  10 -1.2046 660.29 466.562
  11 1.2046 577.78 472.519
  12 3.61379 625.21 465.094
  13 6.02298 613.83 457.683
  14 8.43217 606.81 457.134
  15 10.8414 605.1 464.705
  16 13.2505 621.74 456.962
  17 15.6597 612.48 438.386
  18 18.0689 625.49 434.031
  19 20.4781 630.81 433.232
  20 22.8873 637.9 430.397
  21 25.2965 0 0
854000 21 12312.000000000002
  1 -22.8873 615.19 432.763
  2 -20.4781 614.19 437.484
  3 -18.0689 639.12 434.613
  4 -15.6597 569.22 440.701
  5 -13.2505 601.72 449.628
  6 -10.8414 646.72 462.516
  7 -8.43217 594.5 471.338
  8 -6.02298 630.72 458.692
  9 -3.61379 598.98 456.256
  10 -1.2046 645.75 468.108
  11 1.2046 573.01 476.104
  12 3.61379 628.24 457.923
  13 6.02298 614.63 462.367
  14 8.43217 605.23 458.66
  15 10.8414 610.43 461.423
  16 13.2505 653.54 452.335
  17 15.6597 582.06 439.38
  18 18.0689 626.22 431.797
  19 20.4781 628.85 436.278
  20 22.8873 633.68 429.628
  21 25.2965 0 0
855000 21 12312.000000000002
  1 -22.8873 610.7 425.774
  2 -20.4781 622.52 435.339
  3 -18.0689 638.92 428.105
  4 -15.6597 573.41 437.27
  5 -13.2505 623.03 445.006
  6 -10.8414 645.97 461.615
  7 -8.43217 588.28 465.095
  8 -6.02298 605.72 469.852
  9 -3.61379 604.93 459.473
  10 -1.2046 624.49 468.995
  11 1.2046 593.39 473.715
  12 3.61379 655.64 466.458
  13 6.02298 604.74 457.616
  14 8.43217 604.06 462.669
  15 10.8414 610.77 461.262
  16 13.2505 647.72 452.737
  17 15.6597 591.79 448.689
  18 18.0689 622.29 435.474
  19 20.4781 637.49 433.205
  20 22.8873 606.14 428.532
  21 25.2965 0 0
856000 21 12312
  1 -22.8873 600.82 427.436
  2 -20.4781 632.54 428.771
  3 -18.0689 624.35 433.258
  4 -15.6597 585.76 440.451
  5 -13.2505 642.26 444.599
  6 -10.8414 616.73 459.87
  7 -8.43217 594.96 461.286
  8 -6.02298 620.51 456.641
  9 -3.61379 605.95 450.599
  10 -1.2046 645.54 468.929
  11 1.2046 597.18 474.665
  12 3.61379 638.97 474.117
  13 6.02298 569.26 461.422
  14 8.43217 597.4 458.23
  15 10.8414 649.17 458.836
  16 13.2505 619.21 451.544
  17 15.6597 595.89 445.214
  18 18.0689 619.79 430.562
  19 20.4781 612.25 433.935
  20 22.8873 643.46 432.397
  21 25.2965 0 0
857000 21 12312
  1 -22.8873 609.1 432.217
  2 -20.4781 642.32 431.672
  3 -18.0689 618.88 432.754
  4 -15.6597 621.76 433.255
  5 -13.2505 645.95 455.755
  6 -10.8414 614.68 450.862
  7 -8.43217 607.43 453.155
  8 -6.02298 628.83 458.134
  9 -3.61379 614.5 460.933
  10 -1.2046 604.28 469.135
  11 1.2046 609.32 464.143
  12 3.61379 620.56 467.736
  13 6.02298 581.6 465.06
  14 8.43217 578.62 462.142
  15 10.8414 653.35 461.812
  16 13.2505 609.85 447.722
  17 15.6597 575.84 434.539
  18 18.0689 629.76 430.341
  19 20.4781 614.38 426.716
  20 22.8873 630.99 426.192
  21 25.2965 0 0
858000 21 12311.999999999998
  1 -22.8873 597.74 425.933
  2 -20.4781 626.67 427.331
  3 -18.0689 611.53 436.297
  4 -15.6597 617.8 438.781
  5 -13.2505 647.66 446.486
  6 -10.8414 615.92 457.177
  7 -8.43217 606.72 459.288
  8 -6.02298 631.11 453.845
  9 -3.61379 601.98 453.71
  10 -1.2046 600.6 477.572
  11 1.2046 622.14 469.97
  12 3.61379 629.59 472.188
  13 6.02298 590.2 466.511
  14 8.43217 604.85 453.716
  15 10.8414 654.39 456.147
  16 13.2505 598.74 450.031
  17 15.6597 599.47 447.839
  18 18.0689 625.49 436.101
  19 20.4781 623.73 426.021
  20 22.8873 605.67 427.908
  21 25.2965 0 0
859000 21 12311.999999999998
  1 -22.8873 613.02 423.264
  2 -20.4781 602.53 424.869
  3 -18.0689 619.7 432.807
  4 -15.6597 599.76 442.738
  5 -13.2505 657.98 449.229
  6 -10.8414 602.16 450.454
  7 -8.43217 627.37 450.923
  8 -6.02298 613.33 462.927
  9 -3.61379 616.07 463.245
  10 -1.2046 588.21 471.236
  11 1.2046 631.69 465.507
  12 3.61379 618.75 465.764
  13 6.02298 610.24 466.601
  14 8.43217 593.33 458.546
  15 10.8414 651.8 454.121
  16 13.2505 595.45 446.482
  17 15.6597 596.22 445.605
  18 18.0689 639.97 442.456
  19 20.4781 617.93 433.419
  20 22.8873 616.49 438.288
  21 25.2965 0 0
860000 21 12311.999999999998
  1 -22.8873 637.32 425.025
  2 -20.4781 583.43 419.145
  3 -18.0689 637.42 429.778
  4 -15.6597 597.28 446.646
  5 -13.2505 653.68 447.259
  6 -10.8414 604.12 462.838
  7 -8.43217 622.68 459.098
  8 -6.02298 633.33 464.558
  9 -3.61379 576.55 464.029
  10 -1.2046 616.45 467.623
  11 1.2046 621.37 478.521
  12 3.61379 633.8 470.784
  13 6.02298 577.14 469.301
  14 8.43217 634.89 462.832
  15 10.8414 627.96 454.448
  16 13.2505 591.63 439.851
  17 15.6597 603.32 445.863
  18 18.0689 624.11 449.181
  19 20.4781 611.16 430.27
  20 22.8873 624.36 431.887
  21 25.2965 0 0
861000 21 12312.000000000002
  1 -22.8873 612.38 434.381
  2 -20.4781 620.12 425.619
  3 -18.0689 622.92 424.135
  4 -15.6597 587.06 432.908
  5 -13.2505 670.42 442.225
  6 -10.8414 601.95 455.93
  7 -8.43217 613.3 465.664
  8 -6.02298 615.6 464.732
  9 -3.61379 600.24 464.837
  10 -1.2046 630.14 462.925
  11 1.2046 614.15 469.144
  12 3.61379 642.43 476.539
  13 6.02298 578.03 467.514
  14 8.43217 588.32 460.86
  15 10.8414 662.39 460.176
  16 13.2505 586.87 453.164
  17 15.6597 613.5 445.422
  18 18.0689 624.73 448.978
  19 20.4781 593.62 431.117
  20 22.8873 633.83 437.749
  21 25.2965 0 0
862000 21 12312.000000000002
  1 -22.8873 624.37 430.92
  2 -20.4781 630.24 422.597
  3 -18.0689 633.07 420.922
  4 -15.6597 588.9 443.23
  5 -13.2505 635.45 450.553
  6 -10.8414 628.71 460.649
  7 -8.43217 621.66 462.84
  8 -6.02298 600.35 474.639
  9 -3.61379 618.23 463.746
  10 -1.2046 612.92 464.613
  11 1.2046 610.39 464.492
  12 3.61379 636.95 461.493
  13 6.02298 579.45 468.898
  14 8.43217 576.69 466.98
  15 10.8414 622.73 460.153
  16 13.2505 619.86 459.541
  17 15.6597 598.75 448.636
  18 18.0689 620.52 438.485
  19 20.4781 606.54 433.77
  20 22.8873 646.22 438.25
  21 25.2965 0 0
863000 21 12312
  1 -22.8873 615.36 428.41
  2 -20.4781 626.64 427.335
  3 -18.0689 623.17 427.705
  4 -15.6597 592.14 433.141
  5 -13.2505 606.94 442.673
  6 -10.8414 646.07 453.23
  7 -8.43217 599.3 456.703
  8 -6.02298 595.73 468.359
  9 -3.61379 618.03 472.485
  10 -1.2046 625.12 471.271
  11 1.2046 604.18 467.624
  12 3.61379 632.63 465.709
  13 6.02298 590.83 464.914
  14 8.43217 595.43 464.049
  15 10.8414 620.93 459.458
  16 13.2505 637.21 456.966
  17 15.6597 608.27 458.509
  18 18.0689 611.01 438.728
  19 20.4781 635.42 435.558
  20 22.8873 627.59 431.81
  21 25.2965 0 0
864000 21 12312
  1 -22.8873 624.34 428.492
  2 -20.4781 639.09 432.153
  3 -18.0689 636.26 431.551
  4 -15.6597 587.02 433.684
  5 -13.2505 597.7 444.207
  6 -10.8414 666.68 448.951
  7 -8.43217 591.49 460.361
  8 -6.02298 592.19 458.449
  9 -3.61379 631.53 468.305
  10 -1.2046 601.88 473.293
  11 1.2046 604.38 473.723
  12 3.61379 636 461.371
  13 6.02298 606.22 461.388
  14 8.43217 574.61 454.553
  15 10.8414 603.49 465.53
  16 13.2505 653.71 457.051
  17 15.6597 601.91 438.403
  18 18.0689 608.53 436.298
  19 20.4781 649.22 436.369
  20 22.8873 605.75 439.765
  21 25.2965 0 0
865000 21 12311.999999999998
  1 -22.8873 605.25 430.186
  2 -20.4781 616.24 434.097
  3 -18.0689 634.76 437.321
  4 -15.6597 582.14 449.105
  5 -13.2505 610.94 445.491
  6 -10.8414 667.44 453.31
  7 -8.43217 614.93 464.493
  8 -6.02298 591.77 464.245
  9 -3.61379 616.6 461.992
  10 -1.2046 636.48 469.707
  11 1.2046 600.49 477.244
  12 3.61379 626.05 462.018
  13 6.02298 611.8 467.627
  14 8.43217 576.42 456.979
  15 10.8414 591.7 451.32
  16 13.2505 645.8 450.112
  17 15.6597 609.54 445.212
  18 18.0689 635.42 442.572
  19 20.4781 618.72 436.711
  20 22.8873 619.51 437.126
  21 25.2965 0 0
866000 21 12312.000000000002
  1 -22.8873 609.47 432.809
  2 -20.4781 642.25 448.066
  3 -18.0689 612.66 439.719
  4 -15.6597 599.33 436.753
  5 -13.2505 601.68 442.428
  6 -10.8414 657.23 450.829
  7 -8.43217 594.1 460.763
  8 -6.02298 619.56 460.22
  9 -3.61379 591.07 462.985
  10 -1.2046 648.74 460.932
  11 1.2046 591.52 457.799
  12 3.61379 635.04 461.529
  13 6.02298 602.42 466.639
  14 8.43217 581.99 455.235
  15 10.8414 631.06 446.128
  16 13.2505 622.98 456.514
  17 15.6597 597.62 452.611
  18 18.0689 629.18 442.39
  19 20.4781 619.09 436.583
  20 22.8873 625.01 437.933
  21 25.2965 0 0
867000 21 12312
  1 -22.8873 601.69 430.454
  2 -20.4781 617.92 439.982
  3 -18.0689 629.02 438.259
  4 -15.6597 587.18 429.938
  5 -13.2505 638 444.848
  6 -10.8414 634.05 452.915
  7 -8.43217 592.48 461.519
